,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,pchembl_value,relation,standard_units,standard_value,target_chembl_id,target_organism,type,units,value
4561,19487829,CHEMBL4481772,Displacement of [3H]MSX2 from recombinant human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL4559410,6.12,=,nM,767.0,CHEMBL251,Homo sapiens,Ki,uM,0.767
4562,19487831,CHEMBL4481772,Displacement of [3H]MSX2 from recombinant human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL4549927,6.02,=,nM,959.0,CHEMBL251,Homo sapiens,Ki,uM,0.959
4563,19487832,CHEMBL4481772,Displacement of [3H]MSX2 from recombinant human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL4483563,5.80,=,nM,1580.0,CHEMBL251,Homo sapiens,Ki,uM,1.58
4564,20665897,CHEMBL4619442,Displacement [3H]ZM241385 from adenosine A2A receptor in human HeLa cell membranes incubated for 30 mins by scintillation counting method,B,CHEMBL183,6.80,=,nM,157.0,CHEMBL251,Homo sapiens,Ki,nM,157.0
4565,20665898,CHEMBL4619442,Displacement [3H]ZM241385 from adenosine A2A receptor in human HeLa cell membranes incubated for 30 mins by scintillation counting method,B,CHEMBL113142,8.72,=,nM,1.9,CHEMBL251,Homo sapiens,Ki,nM,1.9
4566,20665899,CHEMBL4619442,Displacement [3H]ZM241385 from adenosine A2A receptor in human HeLa cell membranes incubated for 30 mins by scintillation counting method,B,CHEMBL4645754,8.70,=,nM,2.0,CHEMBL251,Homo sapiens,Ki,nM,2.0
4567,20665900,CHEMBL4619442,Displacement [3H]ZM241385 from adenosine A2A receptor in human HeLa cell membranes incubated for 30 mins by scintillation counting method,B,CHEMBL4632760,9.00,=,nM,1.0,CHEMBL251,Homo sapiens,Ki,nM,1.0
4568,20665901,CHEMBL4619442,Displacement [3H]ZM241385 from adenosine A2A receptor in human HeLa cell membranes incubated for 30 mins by scintillation counting method,B,CHEMBL4634105,8.52,=,nM,3.0,CHEMBL251,Homo sapiens,Ki,nM,3.0
4569,20665902,CHEMBL4619442,Displacement [3H]ZM241385 from adenosine A2A receptor in human HeLa cell membranes incubated for 30 mins by scintillation counting method,B,CHEMBL4632427,8.30,=,nM,5.0,CHEMBL251,Homo sapiens,Ki,nM,5.0
4570,20665903,CHEMBL4619442,Displacement [3H]ZM241385 from adenosine A2A receptor in human HeLa cell membranes incubated for 30 mins by scintillation counting method,B,CHEMBL4640980,6.55,=,nM,282.0,CHEMBL251,Homo sapiens,Ki,nM,282.0
4571,20708820,CHEMBL4628743,Displacement of [3H]ZM241383 from human A2AR expressed in CHO cells by competitive binding assay,B,CHEMBL4643898,7.06,=,nM,87.0,CHEMBL251,Homo sapiens,Ki,nM,87.0
4572,20708821,CHEMBL4628743,Displacement of [3H]ZM241383 from human A2AR expressed in CHO cells by competitive binding assay,B,CHEMBL4632532,6.53,=,nM,295.0,CHEMBL251,Homo sapiens,Ki,nM,295.0
4573,20708822,CHEMBL4628743,Displacement of [3H]ZM241383 from human A2AR expressed in CHO cells by competitive binding assay,B,CHEMBL4644153,8.24,=,nM,5.73,CHEMBL251,Homo sapiens,Ki,nM,5.73
4574,20708823,CHEMBL4628743,Displacement of [3H]ZM241383 from human A2AR expressed in CHO cells by competitive binding assay,B,CHEMBL4643397,7.07,=,nM,86.0,CHEMBL251,Homo sapiens,Ki,nM,86.0
4575,20708824,CHEMBL4628743,Displacement of [3H]ZM241383 from human A2AR expressed in CHO cells by competitive binding assay,B,CHEMBL4646158,8.70,=,nM,2.02,CHEMBL251,Homo sapiens,Ki,nM,2.02
4576,20708825,CHEMBL4628743,Displacement of [3H]ZM241383 from human A2AR expressed in CHO cells by competitive binding assay,B,CHEMBL4633630,7.24,=,nM,57.0,CHEMBL251,Homo sapiens,Ki,nM,57.0
4577,20708826,CHEMBL4628743,Displacement of [3H]ZM241383 from human A2AR expressed in CHO cells by competitive binding assay,B,CHEMBL4645283,7.22,=,nM,60.0,CHEMBL251,Homo sapiens,Ki,nM,60.0
4578,20708827,CHEMBL4628743,Displacement of [3H]ZM241383 from human A2AR expressed in CHO cells by competitive binding assay,B,CHEMBL4647074,6.31,=,nM,488.0,CHEMBL251,Homo sapiens,Ki,nM,488.0
4579,20708828,CHEMBL4628743,Displacement of [3H]ZM241383 from human A2AR expressed in CHO cells by competitive binding assay,B,CHEMBL4646403,7.39,=,nM,41.0,CHEMBL251,Homo sapiens,Ki,nM,41.0
4580,20708829,CHEMBL4628743,Displacement of [3H]ZM241383 from human A2AR expressed in CHO cells by competitive binding assay,B,CHEMBL4632626,6.31,=,nM,488.0,CHEMBL251,Homo sapiens,Ki,nM,488.0
4581,20708830,CHEMBL4628743,Displacement of [3H]ZM241383 from human A2AR expressed in CHO cells by competitive binding assay,B,CHEMBL4634083,6.19,=,nM,639.0,CHEMBL251,Homo sapiens,Ki,nM,639.0
4582,20708831,CHEMBL4628743,Displacement of [3H]ZM241383 from human A2AR expressed in CHO cells by competitive binding assay,B,CHEMBL4642713,6.55,=,nM,279.0,CHEMBL251,Homo sapiens,Ki,nM,279.0
4583,20711261,CHEMBL4629159,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cells,B,CHEMBL4648880,6.76,=,nM,174.0,CHEMBL251,Homo sapiens,Ki,nM,174.0
4584,20711262,CHEMBL4629159,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cells,B,CHEMBL4641290,6.64,=,nM,230.0,CHEMBL251,Homo sapiens,Ki,nM,230.0
4585,20711263,CHEMBL4629159,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cells,B,CHEMBL4640132,7.34,=,nM,45.4,CHEMBL251,Homo sapiens,Ki,nM,45.4
4586,20711265,CHEMBL4629159,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cells,B,CHEMBL4646402,6.60,=,nM,250.0,CHEMBL251,Homo sapiens,Ki,nM,250.0
4587,20711283,CHEMBL4629159,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cells,B,CHEMBL4648171,7.07,=,nM,85.2,CHEMBL251,Homo sapiens,Ki,nM,85.2
4588,20711284,CHEMBL4629159,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cells,B,CHEMBL4642686,6.45,=,nM,355.0,CHEMBL251,Homo sapiens,Ki,nM,355.0
4589,20711285,CHEMBL4629159,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cells,B,CHEMBL4632739,7.04,=,nM,91.7,CHEMBL251,Homo sapiens,Ki,nM,91.7
4590,20711286,CHEMBL4629159,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cells,B,CHEMBL4637897,6.71,=,nM,197.0,CHEMBL251,Homo sapiens,Ki,nM,197.0
4591,20711287,CHEMBL4629159,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cells,B,CHEMBL4645823,8.37,=,nM,4.31,CHEMBL251,Homo sapiens,Ki,nM,4.31
4592,20711288,CHEMBL4629159,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cells,B,CHEMBL4641373,8.29,=,nM,5.1,CHEMBL251,Homo sapiens,Ki,nM,5.1
4593,20711289,CHEMBL4629159,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cells,B,CHEMBL4648828,8.44,=,nM,3.6,CHEMBL251,Homo sapiens,Ki,nM,3.6
4594,20711290,CHEMBL4629159,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cells,B,CHEMBL4637032,7.96,=,nM,11.03,CHEMBL251,Homo sapiens,Ki,nM,11.03
4595,20711291,CHEMBL4629159,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cells,B,CHEMBL4642262,8.14,=,nM,7.27,CHEMBL251,Homo sapiens,Ki,nM,7.27
4596,20711292,CHEMBL4629159,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cells,B,CHEMBL4642172,7.93,=,nM,11.8,CHEMBL251,Homo sapiens,Ki,nM,11.8
4597,20711293,CHEMBL4629159,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cells,B,CHEMBL4637680,6.91,=,nM,123.0,CHEMBL251,Homo sapiens,Ki,nM,123.0
4598,20711294,CHEMBL4629159,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cells,B,CHEMBL4635366,7.10,=,nM,79.2,CHEMBL251,Homo sapiens,Ki,nM,79.2
4599,22422239,CHEMBL4673789,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cell membrane by radioligand binding assay,B,CHEMBL4744151,6.64,=,nM,231.0,CHEMBL251,Homo sapiens,Ki,nM,231.0
4600,22422240,CHEMBL4673789,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cell membrane by radioligand binding assay,B,CHEMBL4792994,6.37,=,nM,428.0,CHEMBL251,Homo sapiens,Ki,nM,428.0
4601,22422241,CHEMBL4673789,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cell membrane by radioligand binding assay,B,CHEMBL4794145,5.57,=,nM,2670.0,CHEMBL251,Homo sapiens,Ki,nM,2670.0
4602,22422242,CHEMBL4673789,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cell membrane by radioligand binding assay,B,CHEMBL4754809,6.35,=,nM,445.0,CHEMBL251,Homo sapiens,Ki,nM,445.0
4603,22422243,CHEMBL4673789,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cell membrane by radioligand binding assay,B,CHEMBL4758037,6.42,=,nM,376.0,CHEMBL251,Homo sapiens,Ki,nM,376.0
4604,22422244,CHEMBL4673789,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cell membrane by radioligand binding assay,B,CHEMBL4785862,5.89,=,nM,1300.0,CHEMBL251,Homo sapiens,Ki,nM,1300.0
4605,22422245,CHEMBL4673789,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cell membrane by radioligand binding assay,B,CHEMBL4782033,5.88,=,nM,1302.0,CHEMBL251,Homo sapiens,Ki,nM,1302.0
4606,22422246,CHEMBL4673789,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cell membrane by radioligand binding assay,B,CHEMBL4757966,6.46,=,nM,348.0,CHEMBL251,Homo sapiens,Ki,nM,348.0
4607,22422247,CHEMBL4673789,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cell membrane by radioligand binding assay,B,CHEMBL4759275,6.05,=,nM,889.0,CHEMBL251,Homo sapiens,Ki,nM,889.0
4608,22422248,CHEMBL4673789,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cell membrane by radioligand binding assay,B,CHEMBL4740116,6.07,=,nM,860.0,CHEMBL251,Homo sapiens,Ki,nM,860.0
4609,22422249,CHEMBL4673789,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cell membrane by radioligand binding assay,B,CHEMBL4758353,6.26,=,nM,551.0,CHEMBL251,Homo sapiens,Ki,nM,551.0
4610,22422250,CHEMBL4673789,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cell membrane by radioligand binding assay,B,CHEMBL4763391,6.40,=,nM,398.0,CHEMBL251,Homo sapiens,Ki,nM,398.0
4611,22422251,CHEMBL4673789,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cell membrane by radioligand binding assay,B,CHEMBL4797620,5.90,=,nM,1272.0,CHEMBL251,Homo sapiens,Ki,nM,1272.0
4612,22422252,CHEMBL4673789,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cell membrane by radioligand binding assay,B,CHEMBL4755552,6.09,=,nM,820.0,CHEMBL251,Homo sapiens,Ki,nM,820.0
4613,22422253,CHEMBL4673789,Displacement of [3H]-NECA from human A2A receptor expressed in CHO cell membrane by radioligand binding assay,B,CHEMBL2180931,7.26,=,nM,55.2,CHEMBL251,Homo sapiens,Ki,nM,55.2
4614,22459715,CHEMBL4682728,Displacement of [3H]MSX2 from human adenosine receptor A2A expressed in HEK293 cell membranes incubated for 30 mins by radioligand competition assay,B,CHEMBL2391834,8.18,=,nM,6.65,CHEMBL251,Homo sapiens,Ki,nM,6.65
4615,22459716,CHEMBL4682728,Displacement of [3H]MSX2 from human adenosine receptor A2A expressed in HEK293 cell membranes incubated for 30 mins by radioligand competition assay,B,CHEMBL592679,5.20,=,nM,6250.0,CHEMBL251,Homo sapiens,Ki,nM,6250.0
4616,22459717,CHEMBL4682728,Displacement of [3H]MSX2 from human adenosine receptor A2A expressed in HEK293 cell membranes incubated for 30 mins by radioligand competition assay,B,CHEMBL2105747,8.08,=,nM,8.3,CHEMBL251,Homo sapiens,Ki,nM,8.3
4617,22459718,CHEMBL4682728,Displacement of [3H]MSX2 from human adenosine receptor A2A expressed in HEK293 cell membranes incubated for 30 mins by radioligand competition assay,B,CHEMBL2419149,,=,nM,0.0042,CHEMBL251,Homo sapiens,Ki,nM,0.0042
4618,22459719,CHEMBL4682728,Displacement of [3H]MSX2 from human adenosine receptor A2A expressed in HEK293 cell membranes incubated for 30 mins by radioligand competition assay,B,CHEMBL1093270,9.42,=,nM,0.38,CHEMBL251,Homo sapiens,Ki,nM,0.38
4619,22459720,CHEMBL4682728,Displacement of [3H]MSX2 from human adenosine receptor A2A expressed in HEK293 cell membranes incubated for 30 mins by radioligand competition assay,B,CHEMBL4756283,,=,nM,0.0038,CHEMBL251,Homo sapiens,Ki,nM,0.0038
4620,22459721,CHEMBL4682728,Displacement of [3H]MSX2 from human adenosine receptor A2A expressed in HEK293 cell membranes incubated for 30 mins by radioligand competition assay,B,CHEMBL111545,5.44,=,nM,3660.0,CHEMBL251,Homo sapiens,Ki,nM,3660.0
4621,22459722,CHEMBL4682728,Displacement of [3H]MSX2 from human adenosine receptor A2A expressed in HEK293 cell membranes incubated for 30 mins by radioligand competition assay,B,CHEMBL1625681,6.97,=,nM,108.0,CHEMBL251,Homo sapiens,Ki,nM,108.0
4622,22459723,CHEMBL4682728,Displacement of [3H]MSX2 from human adenosine receptor A2A expressed in HEK293 cell membranes incubated for 30 mins by radioligand competition assay,B,CHEMBL1562432,5.57,=,nM,2700.0,CHEMBL251,Homo sapiens,Ki,nM,2700.0
4623,22459724,CHEMBL4682728,Displacement of [3H]MSX2 from human adenosine receptor A2A expressed in HEK293 cell membranes incubated for 30 mins by radioligand competition assay,B,CHEMBL52333,6.97,=,nM,108.0,CHEMBL251,Homo sapiens,Ki,nM,108.0
4624,22459725,CHEMBL4682728,Displacement of [3H]MSX2 from human adenosine receptor A2A expressed in HEK293 cell membranes incubated for 30 mins by radioligand competition assay,B,CHEMBL1316674,6.01,=,nM,980.0,CHEMBL251,Homo sapiens,Ki,nM,980.0
4625,22459726,CHEMBL4682728,Displacement of [3H]MSX2 from human adenosine receptor A2A expressed in HEK293 cell membranes incubated for 30 mins by radioligand competition assay,B,CHEMBL190,5.77,=,nM,1710.0,CHEMBL251,Homo sapiens,Ki,nM,1710.0
4626,22459727,CHEMBL4682728,Displacement of [3H]MSX2 from human adenosine receptor A2A expressed in HEK293 cell membranes incubated for 30 mins by radioligand competition assay,B,CHEMBL113,4.63,=,nM,23400.0,CHEMBL251,Homo sapiens,Ki,nM,23400.0
4627,22459732,CHEMBL4682728,Displacement of [3H]MSX2 from human adenosine receptor A2A expressed in HEK293 cell membranes incubated for 30 mins by radioligand competition assay,B,CHEMBL4797325,6.88,=,nM,132.0,CHEMBL251,Homo sapiens,Ki,nM,132.0
4628,22459733,CHEMBL4682728,Displacement of [3H]MSX2 from human adenosine receptor A2A expressed in HEK293 cell membranes incubated for 30 mins by radioligand competition assay,B,CHEMBL4796077,5.92,=,nM,1210.0,CHEMBL251,Homo sapiens,Ki,nM,1210.0
4629,22459746,CHEMBL4682728,Displacement of [3H]MSX2 from human adenosine receptor A2A expressed in HEK293 cell membranes incubated for 30 mins by radioligand competition assay,B,CHEMBL4764086,7.41,=,nM,39.1,CHEMBL251,Homo sapiens,Ki,nM,39.1
4630,22459747,CHEMBL4682728,Displacement of [3H]MSX2 from human adenosine receptor A2A expressed in HEK293 cell membranes incubated for 30 mins by radioligand competition assay,B,CHEMBL4779033,7.08,=,nM,83.6,CHEMBL251,Homo sapiens,Ki,nM,83.6
4631,22459748,CHEMBL4682728,Displacement of [3H]MSX2 from human adenosine receptor A2A expressed in HEK293 cell membranes incubated for 30 mins by radioligand competition assay,B,CHEMBL4784975,7.11,=,nM,77.7,CHEMBL251,Homo sapiens,Ki,nM,77.7
4632,22490704,CHEMBL4689580,Displacement of [3H]CGS21680 from recombinant human A2AR measured after 60 mins by liquid scintillation counting method,B,CHEMBL193692,6.29,=,nM,510.0,CHEMBL251,Homo sapiens,Ki,nM,510.0
4633,22756948,CHEMBL4700997,Antagonist activity at human adenosine 2A receptor,B,CHEMBL113,4.63,=,nM,23400.0,CHEMBL251,Homo sapiens,Ki,nM,23400.0
4634,22756949,CHEMBL4700997,Antagonist activity at human adenosine 2A receptor,B,CHEMBL431770,7.44,=,nM,36.0,CHEMBL251,Homo sapiens,Ki,nM,36.0
4635,22756950,CHEMBL4700997,Antagonist activity at human adenosine 2A receptor,B,CHEMBL17127,8.96,=,nM,1.1,CHEMBL251,Homo sapiens,Ki,nM,1.1
4636,22756951,CHEMBL4700997,Antagonist activity at human adenosine 2A receptor,B,CHEMBL113142,9.10,=,nM,0.8,CHEMBL251,Homo sapiens,Ki,nM,0.8
4637,22756961,CHEMBL4701001,Antagonist activity at human adenosine 2A receptor (409 to 412 residues) expressed in CHO cells using Ysi-poly-1-lysine as substrate incubated for 1 hr in presence of 3H-SCH-58261 by scintillation counting method,B,CHEMBL2105747,8.30,=,nM,5.0,CHEMBL251,Homo sapiens,Ki,nM,5.0
4638,22756962,CHEMBL4701002,Inhibition of FRET-labelled CA200645 binding to human adenosine 2A receptor expressed in CHO cells incubated for 2 hr by TR-FRET assay,B,CHEMBL4782266,8.48,=,nM,3.3,CHEMBL251,Homo sapiens,Ki,nM,3.3
4639,22756963,CHEMBL4701002,Inhibition of FRET-labelled CA200645 binding to human adenosine 2A receptor expressed in CHO cells incubated for 2 hr by TR-FRET assay,B,CHEMBL4778265,9.96,=,nM,0.11,CHEMBL251,Homo sapiens,Ki,nM,0.11
4640,22756964,CHEMBL4701002,Inhibition of FRET-labelled CA200645 binding to human adenosine 2A receptor expressed in CHO cells incubated for 2 hr by TR-FRET assay,B,CHEMBL4759461,8.89,=,nM,1.3,CHEMBL251,Homo sapiens,Ki,nM,1.3
4641,22756965,CHEMBL4701002,Inhibition of FRET-labelled CA200645 binding to human adenosine 2A receptor expressed in CHO cells incubated for 2 hr by TR-FRET assay,B,CHEMBL4747929,10.11,=,nM,0.078,CHEMBL251,Homo sapiens,Ki,nM,0.078
4642,22756999,CHEMBL4701020,Displacement of [3H]CGS-21680 from human adenosine 2A receptor expressed in HEK293 cells incubated for 90 mins by scintillation counting method,B,CHEMBL4297184,8.47,=,nM,3.4,CHEMBL251,Homo sapiens,Ki,nM,3.4
4643,22757018,CHEMBL4701032,Displacement of [3H]SCH58261 from human adenosine 2A receptor expressed in HEK293 cell membranes incubated for 1.5 hrs by radioligand competition binding assay,B,CHEMBL240624,8.96,=,nM,1.1,CHEMBL251,Homo sapiens,Ki,nM,1.1
4644,22757046,CHEMBL4701040,Displacement of [3H]ZM241385 from human adenosine 2A receptor transfected in human HeLa cells incubated for 30 mins by competition radioligand binding assay,B,CHEMBL3694769,7.92,=,nM,12.0,CHEMBL251,Homo sapiens,Ki,nM,12.0
4645,22757052,CHEMBL4701045,Displacement of [3H]-ZM241385 from human adenosine 2A receptor expressed in HEK293 cells incubated for 1.5 hrs by beta scintillation counting method,B,CHEMBL4747570,7.30,=,nM,50.0,CHEMBL251,Homo sapiens,Ki,nM,50.0
4646,22757056,CHEMBL4701049,Antagonist activity at human adenosine 2A receptor expressed in HEK293T cells by radioligand competition binding assay,B,CHEMBL2024116,8.77,=,nM,1.7,CHEMBL251,Homo sapiens,Ki,nM,1.7
4647,22786124,CHEMBL4708443,Displacement of [3H]-NECA from human A2A receptor stably expressed in CHO cell membranes by radioligand competitive binding assay,B,CHEMBL4741273,6.07,=,nM,856.6,CHEMBL251,Homo sapiens,Ki,nM,856.6
4648,22786125,CHEMBL4708443,Displacement of [3H]-NECA from human A2A receptor stably expressed in CHO cell membranes by radioligand competitive binding assay,B,CHEMBL4758605,5.41,=,nM,3886.5,CHEMBL251,Homo sapiens,Ki,nM,3886.5
4649,22786126,CHEMBL4708443,Displacement of [3H]-NECA from human A2A receptor stably expressed in CHO cell membranes by radioligand competitive binding assay,B,CHEMBL4789455,5.20,=,nM,6296.0,CHEMBL251,Homo sapiens,Ki,nM,6296.0
4650,22786127,CHEMBL4708443,Displacement of [3H]-NECA from human A2A receptor stably expressed in CHO cell membranes by radioligand competitive binding assay,B,CHEMBL4784043,6.24,=,nM,573.0,CHEMBL251,Homo sapiens,Ki,nM,573.0
4651,22786128,CHEMBL4708443,Displacement of [3H]-NECA from human A2A receptor stably expressed in CHO cell membranes by radioligand competitive binding assay,B,CHEMBL4764878,9.15,=,nM,0.7,CHEMBL251,Homo sapiens,Ki,nM,0.7
4652,22786129,CHEMBL4708443,Displacement of [3H]-NECA from human A2A receptor stably expressed in CHO cell membranes by radioligand competitive binding assay,B,CHEMBL4791834,7.69,=,nM,20.6,CHEMBL251,Homo sapiens,Ki,nM,20.6
4653,22786130,CHEMBL4708443,Displacement of [3H]-NECA from human A2A receptor stably expressed in CHO cell membranes by radioligand competitive binding assay,B,CHEMBL4799118,7.38,=,nM,41.2,CHEMBL251,Homo sapiens,Ki,nM,41.2
